year,month,customer_state,total_price,last_month_price,growth
2017,10,RO,1657.9500000000003,4197.99,-60.51
2017,11,RO,5852.159999999999,1657.9500000000003,252.98
2017,12,RO,2058.580000000001,5852.159999999999,-64.82
2018,01,RO,2286.7600000000007,2058.580000000001,11.08
2018,02,RO,1579.38,2286.7600000000007,-30.93
2018,03,RO,2775.89,1579.38,75.76
2018,04,RO,3499.77,2775.89,26.08
2018,05,RO,2255.2400000000002,3499.77,-35.56
2018,06,RO,1921.5700000000002,2255.2400000000002,-14.8
2018,07,RO,4663.799999999999,1921.5700000000002,142.71
2018,08,RO,2828.28,4663.799999999999,-39.36
2016,09,RR,72.89,,
2016,10,RR,39.7,72.89,-45.53
2017,02,RR,50.8,39.7,27.96
2017,03,RR,270.99,50.8,433.44
2017,04,RR,48.95,270.99,-81.94
2017,05,RR,233.11,48.95,376.22
2017,06,RR,93.4,233.11,-59.93
2017,07,RR,179.9,93.4,92.61
2017,09,RR,39.99,179.9,-77.77
2017,10,RR,388.98,39.99,872.69
2017,11,RR,98.64,388.98,-74.64
2018,01,RR,218.99,98.64,122.01
2018,02,RR,199.17000000000002,218.99,-9.05
2018,03,RR,2244.68,199.17000000000002,1027.02
2018,04,RR,712.65,2244.68,-68.25
2018,05,RR,89.9,712.65,-87.39
2018,06,RR,1331.99,89.9,1381.64
2018,07,RR,1514.6999999999998,1331.99,13.72
2016,09,RS,59.5,,
2016,10,RS,4117.120000000001,59.5,6819.53
2017,01,RS,12802.209999999992,4117.120000000001,210.95
2017,02,RS,15952.409999999985,12802.209999999992,24.61
2017,03,RS,20271.310000000005,15952.409999999985,27.07
2017,04,RS,19569.94000000001,20271.310000000005,-3.46
2017,05,RS,30294.460000000094,19569.94000000001,54.8
2017,06,RS,24610.48000000006,30294.460000000094,-18.76
2017,07,RS,34605.56000000013,24610.48000000006,40.61
2017,08,RS,35540.74000000016,34605.56000000013,2.7
2017,09,RS,37840.930000000095,35540.74000000016,6.47
2017,10,RS,39930.360000000095,37840.930000000095,5.52
2017,11,RS,60779.920000000144,39930.360000000095,52.21
2017,12,RS,45985.27000000009,60779.920000000144,-24.34
2018,01,RS,50360.71000000016,45985.27000000009,9.51
2018,02,RS,49453.12000000009,50360.71000000016,-1.8
2018,03,RS,61139.230000000134,49453.12000000009,23.63
2018,04,RS,53226.620000000104,61139.230000000134,-12.94
2018,05,RS,60375.37000000013,53226.620000000104,13.43
2018,06,RS,45533.90000000009,60375.37000000013,-24.58
2018,07,RS,45236.110000000095,45533.90000000009,-0.65
2018,08,RS,44116.57000000007,45236.110000000095,-2.47
2016,10,SC,2373.0600000000004,,
2017,01,SC,7021.429999999999,2373.0600000000004,195.88
2017,02,SC,7927.8399999999965,7021.429999999999,12.91
2017,03,SC,18338.809999999983,7927.8399999999965,131.32
2017,04,SC,13053.869999999979,18338.809999999983,-28.82
2017,05,SC,24122.330000000038,13053.869999999979,84.79
2017,06,SC,15060.619999999979,24122.330000000038,-37.57
2017,07,SC,20308.51000000002,15060.619999999979,34.85
2017,08,SC,22630.18000000001,20308.51000000002,11.43
2017,09,SC,27682.700000000088,22630.18000000001,22.33
2017,10,SC,21260.110000000048,27682.700000000088,-23.2
2017,11,SC,41176.360000000124,21260.110000000048,93.68
2017,12,SC,24999.310000000045,41176.360000000124,-39.29
2018,01,SC,40253.81000000013,24999.310000000045,61.02
2018,02,SC,33811.83000000015,40253.81000000013,-16.0
2018,03,SC,37846.550000000076,33811.83000000015,11.93
2018,04,SC,45112.9500000001,37846.550000000076,19.2
2018,05,SC,36430.100000000086,45112.9500000001,-19.25
2018,06,SC,34243.15000000008,36430.100000000086,-6.0
2018,07,SC,31407.460000000086,34243.15000000008,-8.28
2018,08,SC,34835.22000000005,31407.460000000086,10.91
2018,09,SC,,34835.22000000005,
2016,10,SE,285.45000000000005,,
2017,01,SE,263.8,285.45000000000005,-7.58
2017,02,SE,1901.8,263.8,620.92
2017,03,SE,2616.4,1901.8,37.57
2017,04,SE,2595.17,2616.4,-0.81
2017,05,SE,758.09,2595.17,-70.79
2017,06,SE,1456.51,758.09,92.13
2017,07,SE,1421.09,1456.51,-2.43
2017,08,SE,4821.689999999999,1421.09,239.3
2017,09,SE,2815.290000000001,4821.689999999999,-41.61
2017,10,SE,4294.21,2815.290000000001,52.53
