year,month,customer_state,total_price,last_month_price,growth
2017,03,SP,149618.38999999873,82114.47000000006,82.21
2017,04,SP,141592.84999999913,149618.38999999873,-5.36
2017,05,SP,200355.3599999973,141592.84999999913,41.5
2017,06,SP,185145.35999999766,200355.3599999973,-7.59
2017,07,SP,202114.4499999973,185145.35999999766,9.17
2017,08,SP,210285.04999999615,202114.4499999973,4.04
2017,09,SP,237740.48999999618,210285.04999999615,13.06
2017,10,SP,236730.18999999587,237740.48999999618,-0.42
2017,11,SP,379741.6500000053,236730.18999999587,60.41
2017,12,SP,293942.12999999634,379741.6500000053,-22.59
2018,01,SP,397908.5100000032,293942.12999999634,35.37
2018,02,SP,333530.4399999989,397908.5100000032,-16.18
2018,03,SP,397930.7700000029,333530.4399999989,19.31
2018,04,SP,412976.52000000514,397930.7700000029,3.78
2018,05,SP,447425.460000009,412976.52000000514,8.34
2018,06,SP,358659.06000000174,447425.460000009,-19.84
2018,07,SP,337619.55000000127,358659.06000000174,-5.87
2018,08,SP,412039.39000000246,337619.55000000127,22.04
2018,09,SP,145.0,412039.39000000246,-99.96
2018,10,SP,,145.0,
2017,01,TO,629.89,,
2017,02,TO,765.6,629.89,21.55
2017,03,TO,727.66,765.6,-4.96
2017,04,TO,3192.8399999999997,727.66,338.78
2017,05,TO,2124.3300000000004,3192.8399999999997,-33.47
2017,06,TO,3995.08,2124.3300000000004,88.06
2017,07,TO,97.5,3995.08,-97.56
2017,08,TO,2132.57,97.5,2087.25
2017,09,TO,3733.730000000001,2132.57,75.08
2017,10,TO,2992.25,3733.730000000001,-19.86
2017,11,TO,2336.0600000000004,2992.25,-21.93
2017,12,TO,1511.6100000000001,2336.0600000000004,-35.29
2018,01,TO,2647.04,1511.6100000000001,75.11
2018,02,TO,3238.4,2647.04,22.34
2018,03,TO,4573.809999999999,3238.4,41.24
2018,04,TO,4291.820000000001,4573.809999999999,-6.17
2018,05,TO,2739.99,4291.820000000001,-36.16
2018,06,TO,9938.189999999997,2739.99,262.71
2018,07,TO,2613.67,9938.189999999997,-73.7
2018,08,TO,1969.8700000000006,2613.67,-24.63
